South Asia (IDA & IBRD);TSA;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;17,97006208;17,21730672
Sub-Saharan Africa (IDA & IBRD countries);TSS;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;24,55360334;22,98407075
Trinidad and Tobago;TTO;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;;
Tunisia;TUN;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;45,48566766;45,95044279
Turkiye;TUR;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;31,23269256;33,07421471
Tuvalu;TUV;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;;
Tanzania;TZA;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;14,73914339;16,03674615
Uganda;UGA;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;15,08705306;17,10905802
Ukraine;UKR;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;45,23523566;41,23169126
Upper middle income;UMC;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;23,51463336;22,70723049
Uruguay;URY;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;26,42165998;27,71833386
United States;USA;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;12,28711076;11,79500678
Uzbekistan;UZB;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;26,84105393;28,29800251
St. Vincent and the Grenadines;VCT;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;;
Venezuela, RB;VEN;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;;
British Virgin Islands;VGB;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;;
Virgin Islands (U.S.);VIR;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;53,12261025;54,96238777
Viet Nam;VNM;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;84,42345602;85,1575871
Vanuatu;VUT;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;41,59687215;50,34527687
World;WLD;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;29,14407276;28,27357186
Samoa;WSM;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;31,9656782;35,03333014
Kosovo;XKX;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;29,05346472;29,31260746
Yemen, Rep.;YEM;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;8,755596914;
South Africa;ZAF;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;27,49703715;27,20212941
Zambia;ZMB;Exports of goods and services (% of GDP);NE.EXP.GNFS.ZS;37,95740455;34,6361926
